context_id,sentence_text,context_window_s3,resolved_cited_title,primary_candidate_intent,final_intent,final_object_type,final_relation_subtype,evidence_span,confidence,abstain,rationale_short,reviewer_correct,reviewer_notes
ctxr_7a256e74fc5556bae098,"We use the OpenNMT toolkit (Klein et al., 2017) for our experiments.","The first section contains the setup used for our final submission and the next section describes all the other supporting experimental setups. We use the OpenNMT toolkit (Klein et al., 2017) for our experiments. We performed several experiments where the parallel corpus is sent to the model as space separated character format, space separated word format, and space separated Byte Pair Encoding (BPE) format (Sennrich et al., 2016b) .",{O}pen{NMT}: Open-Source Toolkit for Neural Machine Translation,uses,uses,software_or_tool,direct_use,"We use the OpenNMT toolkit (Klein et al., 2017) for our experiments.",0.95,False,The context explicitly states the use of OpenNMT for experiments.,,
ctxr_31a41ce854b9b831d61b,"We use Berkeley parser (Petrov et al., 2006) to parse the source side Chinese sentence into syntactic tree and develop the reorder rules based on the grammatical structure of the sentence.","We use Berkeley parser (Petrov et al., 2006) to parse the source side Chinese sentence into syntactic tree and develop the reorder rules based on the grammatical structure of the sentence. English sentence is parsed by Enju parser and the head finalized reorder is applied as described by Isozaki et al. (2010) .","Learning Accurate, Compact, and Interpretable Tree Annotation",applies,uses,software_or_tool,direct_use,"We use Berkeley parser (Petrov et al., 2006) to parse",0.95,False,The text explicitly states the use of the Berkeley parser from the cited paper for parsing in the current work.,,
ctxr_392b9477912e00442d2e,"We use the notion of Spatial Configuration (Dan et al., 2020) to model the instructions and design a state attention to ensure the execution order of spatial configurations.","In the same direction, we propose a neural agent, namely Spatial-Configuration-Based-Navigation (SpC-NAV), and consider the structure of both modalities, that is, spatial semantics of the instructions and the objects in the images. We use the notion of Spatial Configuration (Dan et al., 2020) to model the instructions and design a state attention to ensure the execution order of spatial configurations. Then, we utilize the spatial semantics elements, namely motion indicator, spatial indicator and landmark in spatial configuration to establish the connection with the visual environment.",From Spatial Relations to Spatial Configurations,uses,uses,theory_or_concept,direct_use,"We use the notion of Spatial Configuration (Dan et al., 2020)",0.95,False,The sentence explicitly states the use of the 'notion of Spatial Configuration' from the cited work to inform the design of an aspect of the current paper.,,
ctxr_7181c941d2d691c20de2,"We use BLEU (Papineni et al., 2002) , to compare the performance of different models, and use the widely-used BLEU-4 as our main BLEU score.","We use BLEU (Papineni et al., 2002) , to compare the performance of different models, and use the widely-used BLEU-4 as our main BLEU score. The results are shown in Table 1 .",{B}leu: a Method for Automatic Evaluation of Machine Translation,uses,uses,metric,direct_use,"We use BLEU (Papineni et al., 2002)",0.95,False,"The context explicitly states the use of BLEU for comparison, indicating direct use of the metric.",,
ctxr_6e87be5893b6f0929cfb,For the conditional random field (CRF) model we use MarMot 5 by Mueller et al. (2013) with the default configuration.,For the conditional random field (CRF) model we use MarMot 5 by Mueller et al. (2013) with the default configuration. The model applies standard feature templates that are used for part-ofspeech tagging such as surrounding words as well as suffix and prefix features.,Efficient Higher-Order {CRF}s for Morphological Tagging,uses,uses,method,direct_use,we use MarMot 5 by Mueller et al. (2013),0.95,False,The context clearly states that the current paper uses the MarMot 5 method from Mueller et al. (2013).,,
ctxr_d3cbd8376f9926994b84,"We use the 100-dimensional pretrained GloVe embeddings (Pennington et al., 2014) , which are fixed during training.","Encoding. We use the 100-dimensional pretrained GloVe embeddings (Pennington et al., 2014) , which are fixed during training. In addition, we learn embeddings for the special words [w 1 ], [w 2 ], and [p] , which are used to represent a missing component, as in ""cake made of [w 1 ]"", ""[w 2 ] made of apple"", and ""cake [p] apple"".",{G}lo{V}e: Global Vectors for Word Representation,uses,uses,model,direct_use,"We use the 100-dimensional pretrained GloVe embeddings (Pennington et al., 2014)",0.95,False,The sentence explicitly states the use of GloVe embeddings in the current paper.,,
ctxr_e696a91b8c80306028a9,"Follow the prior works (Eric et al., 2017; Madotto et al., 2018; Wen et al., 2018) , we adopt the BLEU and the Micro Entity F1 to evaluate our model performance.","Follow the prior works (Eric et al., 2017; Madotto et al., 2018; Wen et al., 2018) , we adopt the BLEU and the Micro Entity F1 to evaluate our model performance. The experimental results are illustrated in Table 1 .",Sequence-to-Sequence Learning for Task-oriented Dialogue with Dialogue State Representation,uses,uses,metric,report_metric,we adopt the BLEU and the Micro Entity F1 to evaluate our model performance,0.9,False,"The sentence explicitly states the adoption of BLEU and F1 metrics to evaluate model performance, indicating use of these metrics.",,
ctxr_94aaa37598068260ee09,"As an evaluation dataset, we use the WMT 2020 English-German QE dev dataset (Specia et al., 2020) .","Each of the QE and translation suggestion models was trained using two Tesla V100 GPUs. As an evaluation dataset, we use the WMT 2020 English-German QE dev dataset (Specia et al., 2020) . As evaluation metrics, we use the translation error rate (TER) (Snover et al., 2006) and BLEU (Papineni et al., 2002) .",Findings of the {WMT} 2020 Shared Task on Quality Estimation,uses,uses,benchmark_or_protocol,direct_use,"we use the WMT 2020 English-German QE dev dataset (Specia et al., 2020)",0.95,False,"The sentence explicitly states the use of the WMT 2020 dataset, fitting the 'uses' label.",,
ctxr_0865456e2669aa88f1dc,"For passage representation, we use the publicly available, pre-trained XLM-RoBERTa (Conneau et al., 2020) , a variant of BERT which removes the standard BERT architecture's next sentence prediction objective, alters the training regimen, and is trained on over 100 languages' text.","For passage representation, we use the publicly available, pre-trained XLM-RoBERTa (Conneau et al., 2020) , a variant of BERT which removes the standard BERT architecture's next sentence prediction objective, alters the training regimen, and is trained on over 100 languages' text. While we do not evaluate cross-or multi-lingual performance, XLM-RoBERTa's strong performance in downstream discriminative tasks across languages suggests an avenue for robustly generalizing our difficulty and proficiency estimation to other highresource languages.",Unsupervised Cross-lingual Representation Learning at Scale,uses,uses,model,direct_use,"we use the publicly available, pre-trained XLM-RoBERTa (Conneau et al., 2020)",0.95,False,"The context explicitly states the use of XLM-RoBERTa for passage representation, indicating direct use of the model.",,
ctxr_e2c42e46414946d2d346,"For our experiments, we use a beam size of 15 for testing and 14 for training, the setting with best reported scores in Wiseman and Rush (2016) .","The loss penalises the function when the gold sequence falls off the beam during training. For our experiments, we use a beam size of 15 for testing and 14 for training, the setting with best reported scores in Wiseman and Rush (2016) . Table 1a provides the results for all the three systems under different settings. kāvya guru reports the best results with a BLEU score of 55.26, outperforming the baselines.",Sequence-to-Sequence Learning as Beam-Search Optimization,uses,uses,method,direct_use,"we use a beam size of 15 for testing and 14 for training, the setting with best reported scores in Wiseman and Rush (2016)",0.9,False,The citing paper uses a method (beam size settings) directly from the cited paper for their experiments.,,
ctxr_bf4c9dd9f32a02e76a34,"For the competitive task, we used a bilateral negotiation dataset (Lewis et al., 2017) , where there are 5,808 dialogues from 2,236 scenarios.","Specifically, in the data collection stage, the user follows a specific goal to converse with the agent but is encouraged to change his/her goal dynamically during the session, which makes the dataset more challenging. For the competitive task, we used a bilateral negotiation dataset (Lewis et al., 2017) , where there are 5,808 dialogues from 2,236 scenarios. In each session, there are two people negotiating to divide some items, such as books, hats and balls.",Deal or No Deal? End-to-End Learning of Negotiation Dialogues,uses,uses,dataset_or_database,direct_use,"we used a bilateral negotiation dataset (Lewis et al., 2017)",0.95,False,"The citing paper explicitly states that they used the dataset from Lewis et al., 2017, indicating direct use.",,
ctxr_86aa58d9d34a8eedce7a,"We used the Stanford PCFG Parser (Klein and Manning, 2003) to obtain the sentence parses, and the above-mentioned BNC language model for training and decoding.","Following them, we aligned the words between the original and the compressed sentences using GIZA++ (Och et al., 1999) , with additional pairs added where each word in the lexicon is aligned with itself, and symmetrised the alignment using the intersection heuristic (Koehn et al., 2003) . We used the Stanford PCFG Parser (Klein and Manning, 2003) to obtain the sentence parses, and the above-mentioned BNC language model for training and decoding.",Accurate Unlexicalized Parsing,uses,uses,software_or_tool,direct_use,"We used the Stanford PCFG Parser (Klein and Manning, 2003) to obtain the sentence parses",0.95,False,The phrase 'We used the Stanford PCFG Parser' indicates a direct use of the software/tool.,,
ctxr_4dbea94e8988fae65ada,"For text simplification, we used the Newsela dataset (Xu et al., 2015) split and tokenized with the same settings as the previous study (Zhang and Lapata, 2017) .","For text simplification, we used the Newsela dataset (Xu et al., 2015) split and tokenized with the same settings as the previous study (Zhang and Lapata, 2017) . For formality transfer, we used the GYAFC dataset (Rao and Tetreault, 2018) normalized and tokenized using Moses toolkit.",Sentence Simplification with Deep Reinforcement Learning,uses,uses,dataset_or_database,direct_use,"we used the Newsela dataset (Xu et al., 2015) split and tokenized with the same settings as the previous study (Zhang and Lapata, 2017)",0.95,False,"The citation indicates the use of dataset settings from Zhang and Lapata (2017), classified as 'uses' for dataset application.",,
ctxr_8c913af041558853aa86,"Furthermore, to provide some assessment of the quality of the predicted orderings themselves, we follow Lapata (2003) in employing Kendall's § , which is a measure of how much an ordering differs from the OSOthe underlying assumption is that most reasonable sentence orderings should be fairly similar to it.","To compensate, we report the OSO prediction rate, which measures the percentage of test cases in which the model under consideration gives highest probability to the OSO from among all possible permutations; we expect that a good model should predict the OSO a fair fraction of the time. Furthermore, to provide some assessment of the quality of the predicted orderings themselves, we follow Lapata (2003) in employing Kendall's § , which is a measure of how much an ordering differs from the OSOthe underlying assumption is that most reasonable sentence orderings should be fairly similar to it. Specifically, for a permutation¨of the sentences in an",Probabilistic Text Structuring: Experiments with Sentence Ordering,uses,uses,metric,direct_use,we follow Lapata (2003) in employing Kendall's §,0.85,False,"The citation indicates direct use of a metric from Lapata (2003) for evaluation, aligning with the uses intent.",,
ctxr_5e91eda685a5652a096b,"For ST (Bjerva et al., 2016; Abzianidze et al., 2017) , we use the best model of Brants (2000) which works directly on the words as input, and determines formal lexical semantics.","We use the spaCy tagger (Honnibal and Johnson, 2015) with the OntoNotes 5 version (Weischedel et al., 2013) of the Penn Treebank PoS tag set. For ST (Bjerva et al., 2016; Abzianidze et al., 2017) , we use the best model of Brants (2000) which works directly on the words as input, and determines formal lexical semantics. Their implementation achieves around 95% accuracy, when evaluated on short Parallel Meaning Bank sentences.",The {P}arallel {M}eaning {B}ank: Towards a Multilingual Corpus of Translations Annotated with Compositional Meaning Representations,uses,uses,software_or_tool,direct_use,we use,0.9,False,"The citation indicates direct use of a model for a task, evidenced by 'we use' in the context.",,
ctxr_17336f71b826966f0758,"We applied bootstrap resampling (Koehn, 2004) to measure statistical significance, p < 0.05, of our models compared to a baseline.","Following previous work (Kalchbrenner and Blunsom, 2013; Sutskever et al., 2014; Bahdanau et al., 2015; Neubig et al., 2015) , we evaluated all neural models using test set perplexities and translation results, as well as in an additional re-ranking setting, using BLEU (Papineni et al., 2002) measure. We applied bootstrap resampling (Koehn, 2004) to measure statistical significance, p < 0.05, of our models compared to a baseline. For re-ranking, we generated 100-best translations using the baseline phrase-based model, to which we added log probability features from our neural models alongside all the features of the underlying phrase-based model.",Statistical Significance Tests for Machine Translation Evaluation,compares_against,uses,method,direct_use,"We applied bootstrap resampling (Koehn, 2004) to measure statistical significance",0.95,False,The text explicitly states the use of Koehn's bootstrap resampling method to measure statistical significance.,,
ctxr_f063cf991552f3b08e64,"We use the methods described in Zollmann and Venugopal (2006) and Venugopal, Zollmann, and Vogel (2007) to induce synchronous grammar rules, a process which requires phrase alignments and syntactic parse trees.","Wang et al. (2010) use this type of node splitting in machine translation and report a small increase in BLEU score. We use the methods described in Zollmann and Venugopal (2006) and Venugopal, Zollmann, and Vogel (2007) to induce synchronous grammar rules, a process which requires phrase alignments and syntactic parse trees. Venugopal, Zollmann, and Vogel (2007) use generic non-terminal category symbols, as in Chiang (2005) , as well as grammatical categories from the Stanford parser (Klein and Manning 2003) .",Syntax Augmented Machine Translation via Chart Parsing,uses,uses,method,direct_use,We use the methods described in Zollmann and Venugopal (2006),0.9,False,The sentence explicitly states the use of methods from the cited work.,,
ctxr_e1d001b33282d3b7958b,"Our second domain of interest is biomedicine for which we use PubMedQA (Jin et al., 2019) dataset.","Our second domain of interest is biomedicine for which we use PubMedQA (Jin et al., 2019) dataset.",{P}ub{M}ed{QA}: A Dataset for Biomedical Research Question Answering,uses,uses,dataset_or_database,direct_use,"we use PubMedQA (Jin et al., 2019) dataset",0.9,False,The sentence explicitly states the use of the PubMedQA dataset in the current study.,,
ctxr_ffd6f324513fe0f5d71c,"Following the previous works demonstrating that domain-specific weights (Gururangan et al., 2020; Beltagy et al., 2019; Lee and Hsiang, 2019; Liu et al., 2020; Müller et al., 2020) , we use the Bert weights fine tuned on tweets (Nguyen et al., 2020) with the exception of the target aware Bert in tWT-WT where it was found to be unstable.","The total model parameters for the Bert models are the same as the Bert (including being approximately same for SiamNet and TAN). Following the previous works demonstrating that domain-specific weights (Gururangan et al., 2020; Beltagy et al., 2019; Lee and Hsiang, 2019; Liu et al., 2020; Müller et al., 2020) , we use the Bert weights fine tuned on tweets (Nguyen et al., 2020) with the exception of the target aware Bert in tWT-WT where it was found to be unstable. So, we used bert-base-cased instead.",{BERT}weet: A pre-trained language model for {E}nglish Tweets,uses,uses,model,direct_use,"we use the Bert weights fine tuned on tweets (Nguyen et al., 2020)",0.95,False,"The text explicitly states 'we use the Bert weights fine tuned on tweets', indicating direct use of the model.",,
ctxr_f4558c75b4b31108337d,"We use the 100-dimensional skip-gram embeddings from Tu et al. (2017) which were trained on a dataset of 56 million English tweets using word2vec (Mikolov et al., 2013) .","For validation, we use the 500-tweet OCT27TEST set and for testing we use the 547-tweet DAILY547 test set. We use the 100-dimensional skip-gram embeddings from Tu et al. (2017) which were trained on a dataset of 56 million English tweets using word2vec (Mikolov et al., 2013) . The evaluation metric is tagging accuracy.",Learning to Embed Words in Context for Syntactic Tasks,uses,uses,model,direct_use,We use the 100-dimensional skip-gram embeddings from Tu et al. (2017),0.9,False,"The text explicitly mentions using the embeddings from Tu et al. (2017), indicating direct use.",,
ctxr_c57187b24b73deedf46d,"We use a version of the N-best algorithm (Chow and Schwartz, 1989), a Viterbistyle beam search algorithm that allows extraction of more than just the best scoring path. (Hatzivassiloglou and has more details on our search algorithm and the method we applied to estimate the parameters of the statistical model.","Once the semantic input to the generator has been transformed to a word lattice, a search component identifies the N highest scoring paths from the start to the final state, according to our statistical language model. We use a version of the N-best algorithm (Chow and Schwartz, 1989), a Viterbistyle beam search algorithm that allows extraction of more than just the best scoring path. (Hatzivassiloglou and has more details on our search algorithm and the method we applied to estimate the parameters of the statistical model. Our approach differs from traditional top-down generation in the same way that top-down and bottom-up parsing differ.",The {N}-Best Algorithm: Efficient Procedure for Finding Top {N} Sentence Hypotheses,applies,uses,method,direct_use,"We use a version of the N-best algorithm (Chow and Schwartz, 1989)",0.95,False,"The phrase 'We use a version of the N-best algorithm' indicates direct use of the method from (Chow and Schwartz, 1989).",,
ctxr_191f35c33eb1912a7944,"In this work, we use the officially provided predicted parses from CoNLL-2009 shared task in SRL, but adopt Stanford parser (Manning et al., 2014) to obtain parses for sentences in RC.","Note that different dependency parses might be used for SRL and RC in practice. In this work, we use the officially provided predicted parses from CoNLL-2009 shared task in SRL, but adopt Stanford parser (Manning et al., 2014) to obtain parses for sentences in RC. These kinds of parses are quite different in terms of both the head-finding rules and the dependency relations.",The {S}tanford {C}ore{NLP} Natural Language Processing Toolkit,uses,uses,software_or_tool,direct_use,"we use the officially provided predicted parses from CoNLL-2009 shared task in SRL, but adopt Stanford parser (Manning et al., 2014) to obtain parses for sentences in RC",0.9,False,The citation indicates direct use of the Stanford parser for obtaining parses.,,
ctxr_3e438b65b51ffa0d6f2c,"For each query, we initialize the word features Q = {w n } M m=1 using the GloVe embeddings (Pennington et al., 2014) .","t=1 by a pre-trained 3D ConvNet. For each query, we initialize the word features Q = {w n } M m=1 using the GloVe embeddings (Pennington et al., 2014) .",{G}lo{V}e: Global Vectors for Word Representation,uses,uses,model,component_use,"we initialize the word features Q = {w n } M m=1 using the GloVe embeddings (Pennington et al., 2014)",0.9,False,"The sentence explicitly mentions using GloVe embeddings, indicating a component use of the 'model' in the method.",,
ctxr_8105a95e342e4ee8b498,"We used previous work on cue phrases (Halliday and Hasan, 1976; Grosz and Sidner, 1986; Martin, 1992; Hirschberg and Litman, 1993; Knott, 1995; Fraser, 1996) to create an initial set of more than 450 potential discourse markers.","We used previous work on cue phrases (Halliday and Hasan, 1976; Grosz and Sidner, 1986; Martin, 1992; Hirschberg and Litman, 1993; Knott, 1995; Fraser, 1996) to create an initial set of more than 450 potential discourse markers. For each potential discourse marker, we then used an automatic procedure that extracted from the Brown corpus a set of text fragments.","Attention, Intentions, and the Structure of Discourse",uses,uses,theory_or_concept,direct_use,"We used previous work on cue phrases (Halliday and Hasan, 1976; Grosz and Sidner, 1986; Martin, 1992; Hirschberg and Litman, 1993; Knott, 1995; Fraser, 1996)",0.85,False,"The phrase 'We used previous work on cue phrases' indicates a direct use of the cited work (Grosz and Sidner, 1986) for developing discourse markers.",,
ctxr_48a39cd3cceb75edc20b,"We use CCGBank (Hockenmaier and Steedman, 2007) for experimental data.","We use CCGBank (Hockenmaier and Steedman, 2007) for experimental data. CCGbank is the CCG version of the Penn Treebank.",{CCG}bank: A Corpus of {CCG} Derivations and Dependency Structures Extracted from the {P}enn {T}reebank,uses,uses,dataset_or_database,direct_use,"We use CCGBank (Hockenmaier and Steedman, 2007) for experimental data.",0.95,False,"The citation indicates direct use of CCGBank as experimental data, fitting the 'uses' label.",,
ctxr_8a474c49aa86a5e447e3,First we use a noun phrase chunking task similar to that used by Turian et al. (2010) .,"Noun phrase chunking. First we use a noun phrase chunking task similar to that used by Turian et al. (2010) . The only difference is that we normalize all word vectors to unit length, rather than scaling them with some custom factor, before giving them to the conditional random field (CRF) model as input.",Word Representations: A Simple and General Method for Semi-Supervised Learning,uses,uses,task,adapt_to_domain,we use a noun phrase chunking task similar to that used by Turian et al. (2010),0.95,False,"The citation explicitly states using a chunking task similar to Turian et al. (2010), indicating direct application.",,
ctxr_84261c60b5ecda2edf2f,"We use a 256 dimensional GRU (Cho et al., 2014) and 100-dimensional pre-trained word2vec input embeddings.","Parametrization The policies of all our models and all baselines use the same RNN. We use a 256 dimensional GRU (Cho et al., 2014) and 100-dimensional pre-trained word2vec input embeddings. Optimization is preformed by Adam (Kingma and Ba, 2014) with an initial learning rate of 0.001 for all models.",Learning Phrase Representations using {RNN} Encoder{--}Decoder for Statistical Machine Translation,uses,uses,model,direct_use,"We use a 256 dimensional GRU (Cho et al., 2014)",0.95,False,"The context explicitly states the use of a 256 dimensional GRU from Cho et al., 2014, indicating direct use of the model.",,
ctxr_0d924d5ff04d95eefad5,"We follow the validation setting in (Fei and Liu, 2016; Shu et al., 2017) by keeping some classes in training as unknown and integrate them back during testing.","We follow the validation setting in (Fei and Liu, 2016; Shu et al., 2017) by keeping some classes in training as unknown and integrate them back during testing. Then we vary the number of known classes in training set in the range of 25%, 50%, and 75% classes and use all classes for testing.",Breaking the Closed World Assumption in Text Classification,uses,uses,benchmark_or_protocol,direct_use,"We follow the validation setting in (Fei and Liu, 2016; Shu et al., 2017)",0.85,False,"The citing paper uses the validation setting from the cited paper, indicating direct use of a protocol.",,
ctxr_b590c5825602c6ef166d,"We use a standard LSTM-based bidirectional encoder-decoder architecture with global attention (Luong et al., 2015) .","We use a standard LSTM-based bidirectional encoder-decoder architecture with global attention (Luong et al., 2015) . All our NMT models have the following architecture: the input and output vocabulary are limited to words that appear at least twice in the training data and the remaining words are replaced by the < U N K > token.",Effective Approaches to Attention-based Neural Machine Translation,uses,uses,model,direct_use,"We use a standard LSTM-based bidirectional encoder-decoder architecture with global attention (Luong et al., 2015)",0.95,False,The phrase 'We use' clearly indicates the citation is being directly used as a method in the current paper.,,
ctxr_37647adc0db0bb68bb8e,"To compare a realization to the correct sentence, we use the General Text Matcher (GTM) method (Melamed et al., 2003; Cahill, 2009) .","As a result, the average sentence length was 15.7 tokens, with a maximum of 26 tokens. To compare a realization to the correct sentence, we use the General Text Matcher (GTM) method (Melamed et al., 2003; Cahill, 2009) .",Correlating Human and Automatic Evaluation of a {G}erman Surface Realiser,uses,uses,metric,direct_use,"we use the General Text Matcher (GTM) method (Melamed et al., 2003; Cahill, 2009)",0.95,False,"The sentence clearly states the use of the GTM method, which includes Cahill's work, indicating 'uses' as the intent with direct evidence.",,
ctxr_9f44ae9bc9fa921519e8,"Fol- 1 We use the TADM open-source package (Malouf, 2002) for training the models, using its limited-memory variable metric as the optimization method and experimentally determine the optimal convergence threshold and variance of the prior.","Let us here analogously define Ò Ü ½ Ü É to be the negative counterpart, so that for a given pair Ü ´× Ö µ ¾ Ò , we have that Ö ¾ ´× µ but Ö is not annotated as a preferred realization of × . Fol- 1 We use the TADM open-source package (Malouf, 2002) for training the models, using its limited-memory variable metric as the optimization method and experimentally determine the optimal convergence threshold and variance of the prior.",A Comparison of Algorithms for Maximum Entropy Parameter Estimation,uses,uses,software_or_tool,direct_use,"We use the TADM open-source package (Malouf, 2002)",0.94,False,The evidence clearly shows the use of a software tool from the cited work for training models.,,
ctxr_51c2a2bbd5a06f54b79e,"Specially, in our shift-reduce parser, we use a neural language model based word embedding method (Bengio et al., 2003) to generate distributed word feature vectors and then perform Kmeans based word clustering (Yu et al., 2013) to generate word classes.","In this paper, we investigate the influence of generalization of words to the accuracies of Chinese dependency parsing. Specially, in our shift-reduce parser, we use a neural language model based word embedding method (Bengio et al., 2003) to generate distributed word feature vectors and then perform Kmeans based word clustering (Yu et al., 2013) to generate word classes. Our usage of word embedding is in line with Turian et al. (2010) and Yu et al. (2013) , who study the effects of different clustering algorithms for POS tagging and named entity recognition (NER).",Compound Embedding Features for Semi-supervised Learning,applies,uses,method,component_use,"we use a neural language model based word embedding method (Bengio et al., 2003) to generate distributed word feature vectors and then perform Kmeans based word clustering (Yu et al., 2013) to generate word classes.",0.85,False,"The citation describes using the method from Yu et al., 2013, aligning with a 'uses' intent for its role in generating word classes.",,
ctxr_3e6688e09e135bc191f4,"To quantify the domain differences, we follow Plank and van Noord (2011) and measure the L1 distance between word distributions in the English training sets and 20K test set (Table 5 ).","To quantify the domain differences, we follow Plank and van Noord (2011) and measure the L1 distance between word distributions in the English training sets and 20K test set (Table 5 ). All auxiliary training sets are more similar to 20K than Wiki is, which may contribute to the benefits observed on the English 20K test set.",Effective Measures of Domain Similarity for Parsing,uses,uses,metric,direct_use,we follow Plank and van Noord (2011) and measure the L1 distance,0.95,False,The text clearly states that the authors are using the method from Plank and van Noord (2011) to measure domain differences using L1 distance.,,
ctxr_23ddfae90a570e1a4619,"We use the non-projective k-best MST algorithm to generate k-best lists (Hall, 2007) , where k = 8 for the experiments in this paper.","• Graph-based: An implementation of graphbased parsing algorithms with an arc-factored parameterization (McDonald et al., 2005) . We use the non-projective k-best MST algorithm to generate k-best lists (Hall, 2007) , where k = 8 for the experiments in this paper. The graphbased parser features used in the experiments in this paper are defined over a word, w i at position i; the head of this word w ρ(i) where ρ(i) provides the index of the head word; and partof-speech tags of these words t i .",K-best Spanning Tree Parsing,applies,uses,method,direct_use,We use the non-projective k-best MST algorithm to generate,0.95,False,"The sentence indicates direct use of Hall's algorithm in the current paper's experiments, justifying the 'uses' label.",,
ctxr_70067ab91f4435a3d987,"Then, we applied a parallel version of GIZA++ (Gao and Vogel, 2008) that gave us the translation dictionaries of content words only (nouns, verbs, adjective and adverbs) at wordform level.","The input texts were converted from their Unicode encoding to UTF-8 and were tokenized using a tokenizer web service described by Ceauşu (2009) . Then, we applied a parallel version of GIZA++ (Gao and Vogel, 2008) that gave us the translation dictionaries of content words only (nouns, verbs, adjective and adverbs) at wordform level. For Romanian, Lithuanian, Latvian, Greek and English, we had lists of inflectional suffixes which we used to stem entries in respective dictionaries and processed documents.",Parallel Implementations of Word Alignment Tool,uses,uses,software_or_tool,direct_use,we applied a parallel version of GIZA++,0.95,False,"The text explicitly states that the authors applied a parallel version of GIZA++, indicating usage of the tool.",,
ctxr_57c196e2df3cda923387,"• We propose an MC-based PAS analysis model and show its superiority to a state-ofthe-art neural model. • We construct PAS-QA and RC-QA datasets in the driving domain using crowdsourcing. • We improve Japanese PAS analysis by combining the PAS-QA and RC-QA datasets. (Welbl et al., 2017; Suster and Daelemans, 2018; Pampari et al., 2018) .","• We propose an MC-based PAS analysis model and show its superiority to a state-ofthe-art neural model. • We construct PAS-QA and RC-QA datasets in the driving domain using crowdsourcing. • We improve Japanese PAS analysis by combining the PAS-QA and RC-QA datasets. (Welbl et al., 2017; Suster and Daelemans, 2018; Pampari et al., 2018) .",Crowdsourcing Multiple Choice Science Questions,extends,unclear,unknown,none,We improve,0.4,True,"The citation groups multiple works, making it unclear which specific contribution is being extended.",,
ctxr_15e5736df0fc602cbff5,"In the first setting we use the dataset of Koehn and Knowles (2017) , training on the law, medical and IT datasets of the German-English OPUS corpus 3 (Tiedemann, 2012) .","We test both DDA-Shallow and DDA-Deep in two different data settings. In the first setting we use the dataset of Koehn and Knowles (2017) , training on the law, medical and IT datasets of the German-English OPUS corpus 3 (Tiedemann, 2012) . The standard splits contain 2K development and test sentences in each domain, and about 715K, 1M and 337K training sentences respectively.",Six Challenges for Neural Machine Translation,uses,uses,dataset_or_database,direct_use,we use the dataset of Koehn and Knowles (2017),0.95,False,"The paper explicitly states using the dataset from Koehn and Knowles (2017), indicating direct use.",,
ctxr_fc4ad11719e4b15c87f1,"To address less representational variability of rule based methods (Girju, 2003; Blanco et al., 2008; Sharp et al., 2016) in the causal graph construction, we used FrameNet (Baker et al., 1998) semantics.","CGRAPH is a knowledge base graph where edges are directed and causally related between entities. To address less representational variability of rule based methods (Girju, 2003; Blanco et al., 2008; Sharp et al., 2016) in the causal graph construction, we used FrameNet (Baker et al., 1998) semantics. Using a semantic parser such as SEMAFOR (Chen et al., 2010) that produces a FrameNet style analysis of semantic predicateargument structures, we could obtain lexical tuples of causation in the sentence.",Creating Causal Embeddings for Question Answering with Minimal Supervision,uses,background,unknown,none,"rule based methods (Girju, 2003; Blanco et al., 2008; Sharp et al., 2016)",0.9,False,"The citation is used to describe the representational variability of rule-based methods, which serves as background information.",,
ctxr_5915e8f3fb2168a204f2,"Again, this is consistent with findings in previous works (Tenney et al., 2019b; Liu et al., 2019a; Tenney et al., 2019a) reporting better performance on syntactic than semantic probing tasks.","We also find that for bigram-shift probing accuracy is substantially larger than that for coordination-inversion and odd-man-out. Again, this is consistent with findings in previous works (Tenney et al., 2019b; Liu et al., 2019a; Tenney et al., 2019a) reporting better performance on syntactic than semantic probing tasks. When comparing the three encoder models, we observe some noticeable differences.",{BERT} Rediscovers the Classical {NLP} Pipeline,compares_against,compares_against,metric,compare_against,"consistent with findings in previous works (Tenney et al., 2019b; Liu et al., 2019a; Tenney et al., 2019a) reporting better performance on syntactic than semantic probing tasks",0.85,False,"The evidence explicitly compares performance metrics, supporting 'compares_against' for the citation.",,
ctxr_e5b7881b8595dbcdb866,"Specifically, we follow the way described in (Peng et al., 2020; Soares et al., 2019) : entity mentions in sentences are highlighted with special markers before and after mentions.","BRE uses BERT (Devlin et al., 2018) as the encoder. Specifically, we follow the way described in (Peng et al., 2020; Soares et al., 2019) : entity mentions in sentences are highlighted with special markers before and after mentions. Then the concatenation of head and tail entity representations are used as the representation s .",{L}earning from {C}ontext or {N}ames? {A}n {E}mpirical {S}tudy on {N}eural {R}elation {E}xtraction,uses,uses,method,direct_use,"we follow the way described in (Peng et al., 2020",0.9,False,The context indicates direct use of the method described in Peng et al. (2020) for highlighting entity mentions.,,
